param,sensitivity,boot_mean,ci_low,ci_high
P1,0.13313295516649057,0.13337789729281324,0.12448248371979984,0.14181341035676276
P2,0.6785640536924444,0.6787225476867401,0.6601328865444042,0.6940704928475805
P3,0.002424883995649149,0.0024579835944946735,0.0011917857885241447,0.0044306333248375135
P4,0.0016025479339959584,0.001636732409269556,0.0007122637777351342,0.0028422993137240593
P5,0.0021536942594430463,0.0021388160133914676,0.0014818112669028683,0.002915706328727107
P6,0.005528699192860612,0.005493710608486063,0.003964249424203872,0.007412606489260445
P7,0.07722730724646636,0.07691903840248676,0.07259100443419818,0.0846824159801336
P8,0.07844266662387432,0.07850106516039987,0.07603766038418083,0.08146533978205463
P9,0.010378424624940796,0.010462169634505929,0.008262291861532415,0.013385591541646346
P10,0.01054476726383481,0.010290039197411133,0.00698087411943103,0.016875654722021374
