param,w1,w1_mean,ci_low,ci_high
P1,0.8870414482473714,0.8870348387479977,0.8784298833712355,0.8955156875181972
P2,0.40397267112748986,0.40376004929177955,0.38607656814436075,0.4206985835946851
P3,0.005014297840095457,0.004977992349429575,0.002632209499163504,0.007164178137422396
P4,-0.003083350427328752,-0.0030994014044687544,-0.00572875750402449,-0.00027643241432616356
P5,-0.00712410592581587,-0.007086499477485169,-0.009503759426979785,-0.004662602849841015
P6,-0.028228898299757416,-0.028117234670324252,-0.03150633485676733,-0.025022302296963037
P7,0.15621594889621354,0.1564004520025924,0.1508284363906445,0.16092577175000636
P8,0.1569294290673204,0.15692171471151287,0.15311333986640877,0.16011347033361173
P9,0.0030432657966026223,0.0029734412534362844,-0.0030957238542885816,0.009136518800150109
P10,-0.006461144831318516,-0.006343150781993398,-0.01329139254875384,-3.0035395861144476e-05
